parallel bars, 1
96441,16,196,960
96483,16,196,960
96570,16,188,952
96614,16,188,952
96700,20,192,956
96745,24,200,944
96831,12,188,948
96919,12,188,948
96963,16,184,952
97049,16,192,940
97094,16,192,940
97180,16,200,952
97268,12,192,948
97312,12,192,948
97399,12,196,956
97443,8,196,956
97528,8,196,956
97616,16,196,956
97660,12,200,944
97792,20,188,952
97880,8,188,960
97967,20,200,948
98011,20,200,948
98142,24,196,940
98230,24,192,948
98318,12,200,948
98362,12,200,948
98448,20,196,952
98493,20,192,952
98579,20,196,944
98667,20,196,944
98711,12,188,952
98798,12,192,944
98842,12,192,944
98928,16,192,952
99016,20,192,964
99149,20,192,948
99193,12,196,956
99279,12,196,956
99367,16,192,956
99411,24,188,944
99499,24,188,928
99632,12,192,948
99719,12,188,956
99764,12,188,956
99850,12,192,952
99894,12,192,952
99981,16,196,948
100069,16,192,952
100114,16,192,952
100201,12,196,960
100246,16,196,960
100334,16,192,952
100466,20,200,952
100557,16,196,940
100601,16,196,940
100689,20,196,956
100733,20,192,944
100822,20,192,944
100866,20,196,960
100955,8,188,952
101043,28,192,948
101087,28,192,948
101175,12,188,948
101219,12,188,948
101307,20,192,956
101396,16,188,960
101441,16,188,960
101529,12,192,948
101573,12,184,956
101661,12,192,952
101705,12,192,952
101794,12,200,952
101883,12,200,972
101927,12,200,972
102016,16,196,956
102060,16,196,956
102148,24,188,956
102281,20,192,944
102372,20,192,944
102416,16,196,952
102504,20,196,944
102548,20,196,944
102637,24,192,952
102725,12,192,948
102770,12,192,948
102858,24,196,960
102902,16,188,952
102990,16,188,952
103034,20,192,948
103123,8,200,952
103212,24,192,948
103256,24,192,948
103344,16,196,948
103388,16,196,948
103476,16,192,952
103565,28,196,948
103609,28,196,948
103698,16,192,952
103742,16,192,956
103830,12,196,964
103874,12,196,964
103963,32,192,944
104051,4,196,960
104095,4,196,960
104183,16,188,956
104227,16,188,956
104451,20,196,952
104542,20,188,948
104586,20,188,948
104674,20,196,944
104718,20,196,944
104807,12,192,960
104896,16,200,952
104940,16,200,952
105028,12,192,956
105072,20,192,944
105160,16,196,960
105204,16,196,960
105293,20,200,964
105382,20,184,948
105426,20,184,948
105515,16,196,948
105559,16,196,948
105647,16,196,952
105692,16,184,948
105780,24,196,948
105869,24,196,948
105913,8,196,952
106000,20,188,960
106044,20,188,960
106133,16,192,940
106222,16,192,948
106266,16,192,948
106354,12,196,944
106398,16,192,952
106486,16,192,952
106530,12,192,944
106619,20,184,928
